100, 9733, 9671, 9089, 9085, 9082, 9018, 8981, 8953, 8879, 8851, 8782, 8768, 8717, 8681, 8677, 8646, 8630, 8608, 8583, 8518, 8346, 8078, 7731, 7650, 7628, 7566, 7541, 7491, 7328, 7214, 7086, 7032, 6916, 6615, 6445, 6441, 6295, 6216, 6173, 6091, 6035, 6019, 5809, 5796, 5597, 5454, 5434, 5288, 5146, 5145, 4878, 4835, 4820, 4769, 4769, 4758, 4562, 4452, 4441, 4232, 4221, 4183, 4133, 4064, 4044, 3939, 3642, 3591, 3517, 3401, 3390, 3349, 3263, 3240, 3232, 3077, 3058, 2986, 2889, 2772, 2729, 2654, 2465, 2241, 2098, 2031, 1971, 1888, 1886, 1593, 1349, 1194, 1163, 865, 780, 586, 555, 482, 450, 29
100, 9979, 9972, 9943, 9884, 9843, 9526, 9432, 9430, 9272, 9031, 8882, 8824, 8623, 8523, 8320, 8248, 8104, 8080, 7682, 7639, 7615, 7483, 7327, 7289, 7274, 7237, 7222, 7103, 7043, 6778, 6743, 6589, 6490, 6411, 6387, 6302, 6254, 6196, 6129, 5861, 5699, 5628, 5575, 5488, 5482, 5218, 5165, 5089, 5036, 4985, 4956, 4896, 4876, 4860, 4852, 4834, 4591, 4559, 4518, 4353, 4184, 4010, 3776, 3706, 3606, 3432, 3384, 3230, 3198, 3170, 3147, 3133, 2892, 2659, 2463, 2198, 2170, 2088, 1926, 1867, 1752, 1714, 1664, 1607, 1466, 1347, 1323, 1270, 1111, 1067, 940, 929, 897, 879, 772, 596, 555, 539, 446, 445
100, 9856, 9764, 9627, 9483, 9271, 9242, 9112, 9107, 9004, 8894, 8883, 8846, 8521, 8034, 7741, 7708, 7578, 7437, 7266, 7132, 6978, 6842, 6782, 6442, 6416, 6385, 6317, 6289, 6220, 6197, 6163, 6108, 5903, 5824, 5595, 5490, 5469, 5354, 5351, 5150, 5040, 5016, 5010, 4980, 4882, 4849, 4489, 4454, 4428, 4194, 4129, 4127, 3970, 3943, 3904, 3886, 3692, 3562, 3493, 3379, 3373, 3358, 3022, 2886, 2736, 2707, 2655, 2495, 2482, 2470, 2391, 2369, 2307, 2265, 2248, 2229, 2211, 2112, 2013, 1930, 1821, 1796, 1642, 1603, 1440, 1337, 1271, 1216, 1183, 1162, 873, 794, 751, 721, 653, 633, 523, 519, 453, 382
100, 9744, 9693, 9611, 9515, 9505, 9377, 9363, 9217, 9203, 9099, 9083, 9011, 8999, 8713, 8532, 8456, 8417, 8362, 8094, 8019, 7996, 7943, 7800, 7745, 7384, 7323, 7217, 7205, 7094, 6551, 6411, 6402, 6400, 6262, 6249, 6133, 6049, 5841, 5633, 5333, 5319, 5198, 5073, 4858, 4845, 4795, 4744, 4675, 4646, 4583, 4454, 4379, 4282, 4163, 4125, 3992, 3984, 3865, 3800, 3637, 3571, 3479, 3421, 3319, 3284, 3245, 3093, 3084, 2993, 2990, 2939, 2868, 2833, 2743, 2733, 2678, 2669, 2563, 2513, 2482, 2298, 2109, 2089, 2061, 1991, 1497, 1446, 1326, 1201, 914, 844, 820, 623, 546, 510, 432, 343, 287, 118, 57
100, 9904, 9549, 9442, 9300, 9294, 9249, 9071, 9063, 8942, 8699, 8648, 8211, 8003, 7971, 7931, 7765, 7600, 7504, 7419, 7399, 7381, 7362, 7332, 7207, 7109, 7009, 6949, 6910, 6890, 6829, 6695, 6648, 6632, 6503, 6500, 6333, 6253, 6217, 6184, 6172, 6052, 5974, 5961, 5957, 5933, 5848, 5799, 5744, 5686, 5675, 5496, 5488, 5356, 5338, 5316, 5220, 5135, 5081, 4984, 4651, 4638, 4583, 4556, 4377, 4013, 3977, 3967, 3659, 3609, 3442, 3383, 3201, 3122, 3042, 2906, 2858, 2766, 2760, 2757, 2424, 2190, 2079, 1805, 1632, 1619, 1615, 1557, 1390, 1227, 1077, 983, 979, 702, 641, 448, 310, 270, 246, 182, 115
100, 9860, 9776, 9552, 9551, 9422, 9395, 9386, 9367, 9310, 9281, 9187, 9091, 9015, 8854, 8754, 8387, 8372, 8313, 8297, 8066, 7813, 7748, 7734, 7398, 7397, 7300, 7295, 7292, 7104, 6994, 6951, 6506, 6486, 6374, 6265, 6147, 6073, 5992, 5931, 5775, 5636, 5590, 5564, 5421, 5354, 4944, 4938, 4914, 4792, 4732, 4713, 4583, 4575, 4551, 4141, 4124, 4101, 4098, 3827, 3669, 3505, 3503, 3415, 3396, 3384, 3307, 3305, 3235, 3198, 3068, 3021, 2952, 2951, 2685, 2484, 2452, 2369, 2232, 2201, 2148, 2133, 1779, 1702, 1619, 1510, 1495, 1359, 1315, 1264, 1240, 1016, 835, 823, 703, 543, 480, 259, 153, 41, 13
100, 9650, 9498, 9384, 9334, 9306, 9001, 8807, 8776, 8710, 8667, 8591, 8589, 8575, 8506, 8325, 8256, 8243, 8067, 8021, 7985, 7981, 7918, 7786, 7771, 7590, 7393, 6944, 6901, 6735, 6680, 6541, 6383, 6209, 6117, 5968, 5958, 5935, 5859, 5855, 5795, 5793, 5743, 5688, 5526, 5297, 5120, 5086, 5050, 4897, 4612, 4528, 4458, 4423, 4363, 4320, 4270, 4195, 4137, 3919, 3916, 3850, 3684, 3579, 3546, 3540, 3523, 3443, 3175, 3155, 3146, 3046, 2968, 2938, 2511, 2508, 2274, 2166, 2019, 1967, 1734, 1674, 1541, 1353, 1270, 1166, 1162, 1133, 1055, 1049, 993, 820, 804, 599, 454, 445, 287, 213, 167, 145, 114
100, 9826, 9692, 9597, 9517, 9367, 9253, 9147, 9089, 9088, 8795, 8696, 8593, 8568, 8542, 8466, 8362, 8257, 8252, 7730, 7600, 7429, 7315, 7193, 7133, 7033, 6936, 6921, 6874, 6699, 6678, 6597, 6469, 6445, 6361, 6254, 6186, 6121, 6050, 5953, 5929, 5767, 5546, 5533, 5406, 5395, 5378, 5228, 5213, 5112, 5018, 4989, 4909, 4748, 4726, 4651, 4399, 4393, 4286, 4241, 4199, 4117, 4060, 4044, 4036, 3784, 3772, 3714, 3364, 3331, 3320, 3272, 3251, 3203, 3140, 3117, 3056, 2840, 2600, 2573, 2549, 2347, 2344, 2307, 2238, 2219, 2207, 2096, 2056, 1964, 1695, 1626, 1559, 1376, 1357, 1345, 1128, 1096, 399, 375, 19
100, 9933, 9886, 9864, 9777, 9528, 9471, 9290, 9119, 9114, 9089, 9060, 9027, 8806, 8720, 8645, 8379, 8378, 8370, 8234, 8202, 7988, 7963, 7942, 7905, 7836, 7512, 7509, 6896, 6886, 6843, 6269, 6137, 6131, 6014, 5966, 5901, 5887, 5510, 5423, 5376, 5375, 5339, 5277, 5170, 5154, 5105, 4952, 4650, 4539, 4492, 4454, 4420, 4278, 4246, 4228, 4089, 4044, 3873, 3767, 3735, 3728, 3701, 3653, 3622, 3604, 3582, 3490, 3469, 3382, 3353, 3234, 3134, 3117, 2954, 2900, 2835, 2831, 2384, 2291, 2290, 2260, 1955, 1791, 1747, 1704, 1640, 1610, 1460, 1396, 1277, 1176, 1168, 863, 772, 704, 657, 611, 543, 275, 24
100, 9874, 9847, 9749, 9523, 9480, 9424, 9300, 9293, 9250, 9188, 9047, 8869, 8718, 8641, 8386, 8170, 8102, 8019, 7897, 7799, 7745, 7737, 7535, 7510, 7447, 7116, 6921, 6433, 6325, 6238, 6007, 5835, 5834, 5668, 5608, 5577, 5539, 5511, 5403, 5395, 5205, 5055, 5050, 5026, 4652, 4544, 4429, 4172, 4156, 4053, 3972, 3957, 3831, 3681, 3607, 3581, 3568, 3527, 3480, 3465, 3392, 3363, 3352, 3328, 3186, 3163, 3129, 2928, 2876, 2853, 2701, 2398, 2266, 2142, 1881, 1788, 1651, 1612, 1462, 1428, 1423, 1417, 1379, 1369, 1222, 1190, 1188, 1156, 1110, 991, 986, 801, 778, 658, 623, 535, 456, 206, 28, 6
