100, 157, 266, 485, 644, 690, 843, 876, 907, 908, 1046, 1089, 1147, 1196, 1334, 1348, 1364, 1421, 1613, 1698, 1758, 1838, 1950, 1992, 2233, 2278, 2590, 2618, 2623, 2706, 2820, 2884, 3079, 3087, 3230, 3265, 3344, 3400, 3465, 3480, 3542, 3545, 3632, 3750, 3993, 4036, 4071, 4266, 4342, 4378, 4549, 4575, 4619, 4717, 4735, 4749, 4879, 4918, 5001, 5018, 5030, 5060, 5074, 5168, 5196, 5511, 5625, 5767, 5843, 5912, 5975, 6597, 6969, 7044, 7153, 7158, 7197, 7223, 7280, 7319, 7495, 7539, 8075, 8116, 8145, 8253, 8337, 8385, 8402, 8462, 8499, 8529, 8579, 8654, 8671, 8906, 8932, 9187, 9292, 9748, 9906
100, 92, 342, 476, 509, 532, 556, 642, 669, 685, 701, 828, 840, 875, 1075, 1092, 1130, 1154, 1158, 1256, 1341, 1351, 1642, 1772, 1842, 1893, 2293, 2372, 2426, 2443, 2616, 2708, 2777, 2782, 2787, 2801, 2878, 3037, 3063, 3106, 3112, 3361, 3415, 3528, 3584, 3639, 3763, 3784, 3808, 3905, 3916, 3976, 4146, 4219, 4258, 4388, 4609, 4843, 5015, 5119, 5189, 5275, 5286, 5383, 5496, 5614, 5622, 6090, 6159, 6259, 6414, 6474, 6612, 6710, 6773, 7053, 7126, 7152, 7401, 7452, 7744, 8087, 8122, 8124, 8146, 8316, 8362, 8401, 8413, 8528, 8631, 8657, 8744, 8861, 9105, 9425, 9457, 9512, 9567, 9722, 9861
100, 172, 179, 206, 421, 434, 534, 868, 925, 1352, 1535, 1606, 1795, 1939, 1977, 2030, 2038, 2347, 2460, 2466, 2956, 3042, 3180, 3346, 3413, 3797, 3798, 3950, 4062, 4089, 4110, 4110, 4179, 4214, 4235, 4550, 4792, 4948, 5273, 5345, 5414, 5490, 5504, 5507, 5511, 5526, 5628, 5629, 5724, 5742, 5892, 6145, 6337, 6341, 6389, 6445, 6488, 6601, 6618, 6683, 6688, 6770, 6786, 6795, 6886, 6907, 6966, 7266, 7292, 7317, 7403, 7443, 7457, 7879, 7974, 7999, 8281, 8317, 8416, 8428, 8431, 8447, 8512, 8666, 8691, 8698, 8772, 8797, 8913, 8989, 9292, 9381, 9406, 9474, 9577, 9589, 9696, 9794, 9837, 9885, 9965
100, 48, 192, 210, 477, 550, 611, 693, 709, 823, 924, 958, 987, 992, 1067, 1308, 1359, 1406, 1441, 1441, 1590, 1769, 1858, 2078, 2103, 2171, 2199, 2216, 2239, 2338, 2343, 2358, 2575, 2680, 2706, 2916, 2987, 3043, 3048, 3069, 3132, 3171, 3351, 3604, 3674, 3793, 3919, 3933, 3980, 4045, 4420, 4422, 4511, 4623, 4713, 4741, 4872, 5151, 5344, 5407, 5548, 5548, 5622, 5670, 5741, 6044, 6064, 6177, 6347, 6396, 6404, 6521, 6523, 6781, 6788, 6801, 6988, 7255, 7318, 7365, 7381, 7734, 7816, 8082, 8102, 8220, 8279, 8302, 8358, 8462, 8691, 8760, 8913, 9165, 9369, 9448, 9491, 9656, 9679, 9782, 9840
100, 24, 99, 152, 211, 246, 382, 422, 562, 658, 714, 1013, 1049, 1055, 1067, 1072, 1104, 1505, 1594, 1947, 2053, 2526, 2557, 2683, 2881, 2908, 3102, 3128, 3203, 3212, 3408, 3465, 3893, 3923, 3931, 4026, 4035, 4092, 4110, 4227, 4266, 4287, 4401, 4402, 4544, 4564, 4791, 4797, 4925, 4977, 5072, 5078, 5096, 5270, 5362, 5385, 5569, 5609, 5783, 5838, 6135, 6209, 6405, 6724, 6815, 6839, 6893, 7066, 7128, 7251, 7324, 7445, 7584, 7605, 7767, 7848, 7864, 8250, 8259, 8271, 8276, 8476, 8892, 8906, 8928, 8945, 8968, 9007, 9053, 9058, 9123, 9144, 9147, 9176, 9176, 9179, 9382, 9548, 9587, 9674, 9957
100, 10, 26, 29, 77, 285, 368, 400, 467, 501, 741, 1109, 1292, 1364, 1506, 1529, 1729, 1760, 2028, 2088, 2120, 2140, 2185, 2321, 2333, 2469, 2479, 2568, 2692, 2834, 3071, 3107, 3127, 3230, 3326, 3452, 3456, 3558, 3617, 3639, 3778, 4021, 4147, 4225, 4301, 4322, 4397, 4583, 4870, 4873, 5074, 5160, 5192, 5233, 5303, 5316, 5375, 5396, 5429, 5440, 5596, 5756, 6319, 6522, 6677, 6788, 6841, 6932, 7055, 7090, 7197, 7268, 7310, 7426, 7443, 7475, 7507, 7567, 7602, 7603, 7831, 7990, 8145, 8202, 8371, 8470, 8727, 8795, 8957, 9052, 9091, 9101, 9232, 9332, 9372, 9479, 9517, 9686, 9694, 9776, 9979
100, 13, 30, 83, 485, 822, 897, 929, 932, 932, 938, 1134, 1343, 1708, 1709, 1715, 1867, 1890, 1898, 1913, 1972, 2189, 2200, 2256, 2286, 2414, 2792, 2860, 2946, 3062, 3065, 3078, 3127, 3245, 3386, 3468, 3552, 3571, 3670, 3672, 3695, 3697, 3744, 3751, 3793, 3798, 3901, 3949, 3953, 4060, 4077, 4109, 4184, 4233, 4344, 4427, 4484, 4529, 4737, 4867, 4919, 4939, 5048, 5131, 5432, 5529, 5594, 5718, 5817, 5938, 6063, 6076, 6078, 6089, 6133, 6168, 6172, 6238, 6356, 6492, 6656, 6817, 6834, 6901, 6903, 7145, 7337, 7363, 7556, 8055, 8261, 8327, 8664, 8813, 8969, 9001, 9164, 9173, 9195, 9259, 9416
100, 71, 137, 363, 366, 437, 808, 864, 885, 1001, 1157, 1192, 1198, 1226, 1270, 1305, 1410, 1492, 1670, 1832, 1976, 2051, 2246, 2586, 2789, 2846, 2906, 2972, 3177, 3289, 3380, 3437, 3527, 3551, 3604, 3624, 3705, 3763, 3832, 3893, 3974, 4015, 4066, 4092, 4099, 4214, 4334, 4347, 4366, 4375, 4783, 4873, 4977, 5076, 5211, 5329, 5333, 5662, 5674, 5699, 5724, 5740, 5952, 6101, 6301, 6503, 6561, 6684, 6859, 7054, 7202, 7383, 7422, 7535, 7540, 7557, 7613, 7758, 7764, 8011, 8069, 8258, 8296, 8481, 8523, 8531, 8534, 8550, 8591, 8843, 8846, 8923, 8976, 9117, 9233, 9288, 9289, 9326, 9588, 9657, 9832
100, 142, 161, 400, 431, 869, 893, 1022, 1026, 1142, 1162, 1277, 1573, 1630, 1692, 1693, 1694, 1728, 1801, 2017, 2190, 2201, 2653, 2735, 2872, 2915, 2922, 2944, 3051, 3098, 3115, 3250, 3260, 3284, 3567, 3633, 3773, 3806, 4154, 4170, 4188, 4281, 4397, 4461, 4498, 4510, 4545, 4830, 4870, 4955, 5101, 5116, 5166, 5200, 5252, 5368, 5405, 5570, 5579, 5582, 5728, 5928, 5948, 5992, 6141, 6174, 6350, 6525, 6998, 7098, 7148, 7224, 7246, 7324, 7343, 7368, 7629, 7653, 7753, 7780, 7846, 7934, 8106, 8388, 8429, 8528, 8938, 9052, 9142, 9190, 9215, 9255, 9313, 9383, 9452, 9516, 9589, 9861, 9874, 9931, 9942
100, 7, 141, 172, 174, 264, 268, 275, 523, 569, 1028, 1214, 1324, 1382, 1464, 1483, 1557, 1612, 1618, 1919, 2196, 2450, 2629, 2758, 2868, 2924, 2973, 3242, 3348, 3434, 3584, 3638, 3748, 3774, 3796, 3801, 3804, 3817, 3893, 3933, 4069, 4093, 4599, 4612, 4635, 4729, 4762, 4787, 5072, 5131, 5214, 5325, 5352, 5517, 5599, 5697, 5800, 5848, 5863, 5938, 5964, 6003, 6078, 6360, 6469, 6608, 6715, 6826, 6895, 6911, 7001, 7019, 7086, 7138, 7238, 7508, 7696, 7696, 7711, 7722, 7773, 7819, 7877, 7974, 8033, 8320, 8322, 8496, 8496, 8550, 8762, 8837, 8880, 8998, 9437, 9477, 9596, 9719, 9859, 9930, 9947
