100, 8, 28, 12, 743, 794, 446, 806, 816, 858, 1003, 840, 802, 1155, 1384, 1157, 1492, 1520, 1387, 1953, 1966, 2085, 2203, 1979, 1585, 1141, 2303, 2379, 2319, 2439, 2563, 2420, 2842, 3026, 3488, 3618, 3048, 2728, 3898, 4102, 4187, 4204, 4116, 4262, 4543, 4746, 4932, 4735, 4229, 3789, 2237, 5074, 5279, 5113, 5533, 5540, 5411, 5827, 5833, 5915, 5921, 5874, 5610, 6043, 6058, 6131, 6428, 6068, 6483, 6492, 6771, 7194, 6624, 6477, 5985, 7206, 7298, 7227, 7476, 7543, 7453, 7599, 7610, 7834, 7835, 7704, 7553, 8154, 8164, 8458, 8689, 8222, 9097, 9405, 9881, 9934, 9670, 8935, 7865, 7203, 5051
100, 12, 64, 22, 323, 370, 87, 833, 914, 1055, 1162, 995, 714, 1306, 1518, 1500, 1614, 1630, 1601, 1788, 1789, 2007, 2248, 1926, 1646, 1277, 2265, 2275, 2273, 2341, 2421, 2313, 2494, 2527, 2656, 2696, 2546, 2451, 3070, 3117, 3238, 3633, 3121, 3778, 3946, 4014, 4118, 3959, 3664, 2854, 2264, 4257, 4771, 4261, 4898, 4912, 4878, 5294, 5483, 5810, 5845, 5563, 4995, 5921, 6083, 6178, 6192, 6156, 6436, 6626, 6933, 7205, 6681, 6238, 5918, 7782, 7836, 7798, 8092, 8244, 7857, 8438, 8486, 8628, 8670, 8561, 8431, 8848, 8853, 8897, 8927, 8862, 9124, 9276, 9370, 9886, 9307, 9120, 8821, 7342, 4167
100, 531, 744, 555, 1038, 1192, 913, 1349, 1382, 1602, 1644, 1431, 1282, 1753, 1809, 1785, 2047, 2071, 1869, 2315, 2508, 2663, 2824, 2615, 2105, 1750, 2994, 3129, 3008, 3284, 3473, 3252, 3605, 3705, 4053, 4427, 4041, 3547, 4559, 4567, 4711, 4800, 4614, 4895, 5061, 5173, 5554, 5082, 4887, 4468, 2896, 5662, 5754, 5692, 5906, 5970, 5784, 6139, 6177, 6534, 6638, 6430, 6015, 6722, 6753, 7152, 7339, 7083, 7574, 7593, 7734, 7829, 7649, 7510, 6711, 8037, 8198, 8169, 8243, 8254, 8229, 8319, 8449, 8643, 8644, 8464, 8300, 8714, 8940, 9002, 9160, 8948, 9494, 9535, 9596, 9986, 9547, 9444, 8657, 7838, 5572
100, 180, 430, 302, 575, 656, 487, 936, 1079, 1210, 1222, 1149, 821, 1618, 1897, 1853, 2017, 2022, 1997, 2619, 2705, 2881, 2893, 2809, 2173, 1371, 3359, 3554, 3397, 3799, 3894, 3678, 4154, 4167, 4432, 4454, 4332, 4007, 4498, 4717, 5096, 5305, 4819, 5497, 5568, 5876, 5903, 5581, 5460, 4467, 2984, 6109, 6136, 6122, 6205, 6445, 6145, 6768, 6821, 6971, 6984, 6966, 6649, 7270, 7292, 7330, 7347, 7322, 7388, 7546, 7861, 7950, 7803, 7360, 7203, 8242, 8292, 8286, 8497, 8527, 8356, 8579, 8668, 8871, 8957, 8864, 8553, 9141, 9296, 9404, 9455, 9303, 9533, 9564, 9859, 9938, 9574, 9517, 8986, 7986, 5973
100, 21, 124, 80, 218, 273, 176, 571, 711, 1032, 1085, 715, 421, 1205, 1245, 1206, 1508, 1662, 1465, 1703, 1721, 1918, 1940, 1843, 1685, 1140, 2280, 2450, 2399, 2757, 2849, 2653, 2930, 3019, 3487, 3509, 3243, 2867, 3530, 3566, 3594, 3681, 3577, 3919, 4084, 4121, 4200, 4092, 3722, 3530, 1986, 4432, 4693, 4569, 5299, 5373, 4982, 5921, 5965, 6070, 6086, 5988, 5787, 6196, 6203, 6506, 6558, 6260, 6580, 6603, 6868, 7063, 6794, 6575, 6091, 7622, 7719, 7649, 7829, 7907, 7736, 7997, 8128, 8969, 9034, 8454, 7944, 9091, 9145, 9205, 9356, 9201, 9447, 9488, 9785, 9791, 9575, 9403, 9071, 7403, 4281
100, 48, 375, 216, 500, 556, 448, 604, 662, 938, 1002, 915, 581, 1312, 1406, 1319, 1456, 1543, 1437, 1925, 2013, 2351, 2419, 2215, 1672, 1277, 2601, 2893, 2761, 3233, 3583, 2903, 3619, 3635, 4107, 4184, 3716, 3584, 4372, 4597, 4804, 4947, 4627, 5219, 5239, 5710, 5888, 5383, 5005, 4311, 2472, 6299, 6364, 6361, 6426, 6433, 6378, 6677, 6914, 7044, 7081, 7024, 6598, 7442, 7448, 7495, 7603, 7478, 8079, 8103, 8159, 8246, 8130, 7625, 7163, 8351, 8420, 8376, 8532, 8556, 8469, 8714, 8768, 8852, 8911, 8791, 8674, 9118, 9120, 9210, 9369, 9197, 9500, 9550, 9640, 9739, 9629, 9428, 9105, 8344, 6297
100, 117, 262, 205, 406, 608, 300, 809, 816, 1009, 1063, 951, 729, 1149, 1661, 1172, 1762, 2009, 1730, 2400, 2482, 2561, 2581, 2491, 2029, 1143, 2620, 2666, 2656, 2843, 2921, 2744, 3007, 3244, 3513, 3553, 3405, 2995, 3785, 3831, 3846, 3853, 3839, 4490, 4526, 4579, 4654, 4554, 4105, 3708, 2619, 4968, 4988, 4988, 5091, 5128, 5046, 5321, 5359, 5754, 5804, 5553, 5289, 6111, 6218, 6826, 6901, 6573, 7283, 7350, 7468, 7573, 7450, 7219, 5927, 7669, 7981, 7704, 8062, 8228, 7985, 8346, 8457, 8580, 8789, 8481, 8233, 9004, 9058, 9356, 9463, 9325, 9519, 9531, 9744, 9756, 9550, 9502, 8898, 7660, 4916
100, 35, 332, 212, 451, 534, 407, 735, 766, 1466, 1525, 1046, 721, 1659, 1854, 1662, 1970, 2046, 1859, 2385, 2444, 2761, 2784, 2590, 2380, 1607, 3002, 3247, 3170, 3369, 3403, 3353, 3550, 3632, 4168, 4288, 4011, 3439, 4531, 4538, 4833, 4856, 4594, 4948, 5108, 5324, 5385, 5205, 4939, 4342, 2838, 5517, 5756, 5754, 6218, 6219, 5873, 6346, 6429, 6544, 6554, 6445, 6260, 6610, 6613, 6756, 6811, 6735, 6896, 6902, 7028, 7202, 6918, 6884, 6600, 7248, 7558, 7369, 7912, 7927, 7633, 8393, 8435, 8615, 8699, 8471, 8170, 9003, 9044, 9317, 9320, 9215, 9557, 9621, 9916, 9938, 9626, 9337, 8718, 7244, 5464
100, 4, 339, 85, 708, 715, 534, 993, 1039, 1124, 1167, 1058, 882, 1191, 1397, 1284, 1738, 1743, 1604, 1765, 1821, 2279, 2310, 2268, 1750, 1187, 2757, 2875, 2837, 3131, 3162, 2932, 3333, 3419, 4253, 4453, 3956, 3173, 4658, 4767, 4856, 4915, 4819, 5052, 5163, 5389, 5406, 5167, 4966, 4526, 2417, 5820, 6099, 6045, 6243, 6289, 6107, 6380, 6424, 6485, 6515, 6447, 6342, 6559, 6721, 6786, 6913, 6747, 7019, 7209, 7304, 7379, 7273, 6954, 6544, 7532, 7689, 7579, 7818, 7837, 7754, 8000, 8197, 8345, 8356, 8301, 7948, 8803, 8886, 9281, 9368, 9267, 9787, 9796, 9834, 9904, 9814, 9377, 8504, 7401, 5748
100, 271, 341, 332, 570, 571, 483, 738, 798, 1009, 1164, 838, 595, 1709, 1740, 1727, 1823, 1843, 1808, 1861, 1952, 2079, 2113, 2057, 1857, 1683, 2410, 2933, 2506, 3154, 3218, 3026, 3316, 3329, 3573, 3660, 3496, 3292, 4006, 4024, 4282, 4367, 4025, 4462, 4571, 4937, 5005, 4862, 4380, 3826, 2309, 5123, 5608, 5157, 5701, 5772, 5649, 5919, 5943, 6044, 6274, 5969, 5782, 6641, 6654, 6729, 6892, 6679, 7025, 7099, 7497, 7758, 7203, 6939, 6535, 7855, 7874, 7864, 8008, 8221, 7936, 8624, 8627, 8674, 8800, 8668, 8315, 9207, 9331, 9429, 9505, 9399, 9677, 9791, 9903, 9969, 9804, 9604, 9095, 7852, 5068
